Word,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Freq_dom_PoS_SUBTLEX
gastronomic,Adjective,1,Adjective,1,1
gastronomical,Adjective,1,Adjective,2,2
gastronomically,Adverb,1,Adverb,1,1
gastronomy,Noun,1,Noun,1,1
gastroplasty,Noun,1,Noun,5,5
gasworks,Noun,1,Noun,7,7
gat,Noun,0.97,Noun.Verb,30.1,30
gate,Noun,1,Noun.Name,1633.1,1633
gatecrash,Verb,1,Verb,1,1
gatecrasher,Noun,1,Noun,2,2
gatecrashers,Noun,1,Noun,3,3
gated,Adjective,0.54,Adjective.Verb.Name,7.5.1,7
gatehouse,Noun,1,Noun,8,8
gatekeeper,Noun,0.82,Noun.Name,27.6,27
gatekeepers,Noun,1,Noun,8,8
gateman,Noun,1,Noun,1,1
gatemen,Noun,0.5,Noun.Name,1.1,1
gates,Noun,0.69,Noun.Name,473.209,473
gateway,Noun,0.82,Noun.Name,83.18,83
gateways,Noun,1,Noun,9,9
gather,Verb,0.97,Verb.Noun,771.24,771
gathered,Verb,0.98,Verb.Adjective,480.12,480
gatherer,Noun,1,Noun,2,2
gatherers,Noun,1,Noun,11,11
gathering,Verb,0.55,Verb.Noun.Adjective,202.165.1,202
gatherings,Noun,1,Noun,29,29
gathers,Verb,1,Verb,37,37
gatling,Adjective,0.55,Adjective.Noun.Name.Verb,6.2.2.1,6
gator,Noun,0.77,Noun.Name,140.42,140
gators,Noun,1,Noun,25,25
gats,Noun,1,Noun,14,14
gatsby,Name,1,Name,36,36
gau,Name,1,Name,1,1
gauche,Adjective,1,Adjective,20,20
gaucher,Name,1,Name,1,1
gaucherie,Noun,1,Noun,2,2
gaucho,Noun,1,Noun,29,29
gauchos,Noun,1,Noun,9,9
gaudeamus,Name,1,Name,2,2
gaudier,Adjective,1,Adjective,1,1
gauds,Noun,1,Noun,1,1
gaudy,Adjective,1,Adjective,21,21
gaufrette,Noun,1,Noun,2,2
gauge,Noun,0.91,Noun.Verb,102.1,102
gauged,Verb,1,Verb,1,1
gauges,Noun,1,Noun,38,38
gauging,Verb,1,Verb,5,5
gaul,Noun,0.72,Noun.Name,18.7,18
gauleiter,Noun,1,Noun,3,3
gaulish,Adjective,1,Adjective,1,1
gauls,Name,0.88,Name.Noun,7.1,7
gault,Name,0.7,Name.Noun,7.3,7
gaunt,Adjective,0.88,Adjective.Name,7.1,7
gauntlet,Noun,1,Noun,39,39
gauntlets,Noun,1,Noun,2,2
gauss,Noun,0.58,Noun.Name.Verb,7.4.1,7
gauze,Noun,0.74,Noun.Verb.Name,54.18.1,54
gauzy,Adjective,1,Adjective,1,1
gavage,Noun,1,Noun,1,1
gave,Verb,1,Verb.Noun,12405.6,12405
gavel,Noun,0.64,Noun.Verb.Name,25.9.5,25
gavotte,Noun,1,Noun,3,3
gaw,Verb,0.5,Verb.Name,1.1,1
gawain,Noun,0.47,Noun.Verb.Name.Adjective,7.4.3.1,7
gawd,Name,1,Name,3,3
gawk,Verb,1,Verb,16,16
gawked,Verb,1,Verb,5,5
gawkers,Noun,1,Noun,2,2
gawkiness,Noun,1,Noun,1,1
gawking,Verb,0.96,Verb.Noun,25.1,25
gawks,Noun,1,Noun,1,1
gawky,Adjective,1,Adjective,14,14
gawp,Verb,1,Verb,1,1
gawping,Verb,1,Verb,1,1
gay,Adjective,0.96,Adjective.Name.Noun,2896.112.3,2896
gayer,Adjective,1,Adjective,14,14
gayest,Adjective,1,Adjective,19,19
gayish,Adjective,1,Adjective,1,1
gayness,Noun,1,Noun,6,6
gays,Noun,0.83,Noun.Name,63.13,63
gaz,Noun,0.44,Noun.Name.Verb,4.3.2,4
gazabo,Noun,1,Noun,1,1
gaze,Noun,0.98,Noun.Verb,126.3,126
gazebo,Noun,1,Noun,46,46
gazed,Verb,1,Verb,23,23
gazehound,Noun,1,Noun,1,1
gazelle,Noun,0.74,Noun.Name,46.16,46
gazelles,Noun,0.82,Noun.Name,14.3,14
gazer,Noun,1,Noun,3,3
gazes,Verb,0.6,Verb.Noun,3.2,3
gazette,Noun,0.97,Noun.Name,71.2,71
gazettes,Noun,1,Noun,1,1
gazing,Verb,1,Verb,40,40
gazpacho,Noun,1,Noun,11,11
gd,Adjective,1,Adjective,2,2
ge,Name,0.84,Name.Noun.Verb,37.4.3,37
gear,Noun,0.98,Noun.Verb,795.2,795
gearbox,Noun,1,Noun,9,9
gearboxes,Noun,1,Noun,1,1
geared,Verb,1,Verb,16,16
gearing,Verb,0.83,Verb.Noun,20.4,20
gears,Noun,1,Noun,76,76
gearset,Noun,1,Noun,1,1
gearshift,Noun,1,Noun,11,11
geat,Name,1,Name,2,2
geb,Noun,0.5,Noun.Name,1.1,1
gecko,Noun,0.79,Noun.Name,15.4,15
geckos,Noun,1,Noun,5,5
ged,Adjective,0.89,Adjective.Verb.Name,25.2.1,25
gee,Interjection,1,Interjection,2357,2357
geeing,Verb,1,Verb,2,2
geek,Noun,0.77,Noun.Verb.Name,275.69.11,275
geekier,Adjective,1,Adjective,2,2
geeks,Noun,0.92,Noun.Verb.Name,107.8.1,107
geeky,Adjective,1,Adjective,24,24
gees,Interjection,1,Interjection,24,24
geese,Noun,1,Noun,80,80
geet,Verb,1,Verb,1,1
geez,Verb,0.96,Verb.Name.Noun,551.17.3,551
geezer,Noun,1,Noun,69,69
geezers,Noun,1,Noun,13,13
gefilte,Noun,1,Noun,17,17
gehenna,Name,1,Name,1,1
geiger,Name,0.98,Name.Noun,100.2,100
gein,Name,1,Name,4,4
geir,Noun,0.53,Noun.Name,9.8,9
geisha,Noun,1,Noun,146,146
geishas,Noun,1,Noun,9,9
geist,Noun,0.92,Noun.Adjective,12.1,12
gel,Noun,0.93,Noun.Verb,77.6,77
gelatin,Noun,0.96,Noun.Name,24.1,24
gelatine,Noun,1,Noun,5,5
gelatinized,Verb,1,Verb,1,1
gelatinous,Adjective,1,Adjective,9,9
geld,Verb,0.5,Verb.Noun,1.1,1
gelded,Verb,1,Verb,1,1
gelder,Name,0.8,Name.Verb.Noun,24.3.3,24
gelding,Noun,1,Noun,21,21
geldings,Noun,1,Noun,2,2
gelignite,Noun,1,Noun,5,5
gelled,Verb,1,Verb,1,1
gelling,Verb,1,Verb,4,4
gels,Noun,1,Noun,1,1
gelt,Noun,1,Noun,1,1
gem,Noun,1,Noun,126,126
gemeinde,Noun,1,Noun,1,1
gemini,Name,0.98,Name.Noun,42.1,42
geminis,Name,1,Name,4,4
gemma,Name,1,Name,12,12
gems,Noun,1,Noun,44,44
gemstone,Noun,1,Noun,3,3
gemstones,Noun,1,Noun,12,12
gen,Noun,0.91,Noun.Adjective,42.4,42
gena,Noun,0.69,Noun.Name,9.4,9
gendarme,Noun,0.94,Noun.Name,17.1,17
gendarmerie,Name,1,Name,1,1
gendarmes,Noun,1,Noun,12,12
gender,Noun,1,Noun,143,143
genders,Noun,1,Noun,8,8
gene,Name,0.57,Name.Noun,422.32,422
genealogical,Adjective,1,Adjective,3,3
genealogies,Noun,1,Noun,1,1
genealogist,Noun,1,Noun,4,4
genealogy,Noun,1,Noun,21,21
genera,Noun,1,Noun,2,2
general,Noun,0.64,Noun.Adjective.Adverb.Name,3770.1899.185.22,3770
generale,Noun,1,Noun,1,1
generalisation,Noun,1,Noun,1,1
generalissimo,Noun,1,Noun,16,16
generalissimos,Noun,1,Noun,2,2
generalities,Noun,1,Noun,10,10
generality,Noun,1,Noun,4,4
generalization,Noun,1,Noun,9,9
generalizations,Noun,1,Noun,2,2
generalize,Verb,1,Verb,4,4
generalized,Adjective,1,Adjective,4,4
generalizing,Verb,1,Verb,2,2
generall,Noun,1,Noun,1,1
generally,Adverb,1,Adverb,423,423
generals,Noun,1,Noun.Name,206.1,206
generate,Verb,1,Verb,124,124
generated,Verb,0.99,Verb.Adjective,66.1,66
generater,Noun,1,Noun,1,1
generates,Verb,1,Verb,25,25
generating,Verb,0.53,Verb.Adjective,23.2,23
generation,Noun,1,Noun,620,620
generational,Adjective,1,Adjective,4,4
generations,Noun,1,Noun,305,305
generative,Adjective,1,Adjective,1,1
generator,Noun,0.99,Noun.Name,282.3,282
generators,Noun,0.98,Noun.Name,85.2,85
generic,Adjective,1,Adjective,78,78
generically,Adverb,1,Adverb,2,2
generics,Noun,1,Noun,1,1
generosity,Noun,1,Noun,171,171
generous,Adjective,1,Adjective,852,852
generously,Adverb,1,Adverb,47,47
genes,Noun,1,Noun,147,147
genesis,Name,0.52,Name.Noun,53.49,53
genet,Name,1,Name,2,2
genetic,Adjective,1,Adjective,385,385
genetically,Adverb,1,Adverb,91,91
geneticist,Noun,1,Noun,19,19
geneticists,Noun,1,Noun,5,5
genetics,Noun,1,Noun,90,90
geneva,Name,1,Name,206,206
genghis,Name,1,Name,42,42
genial,Adjective,1,Adjective,10,10
geniality,Noun,1,Noun,1,1
genie,Noun,0.99,Noun.Name,175.1,175
genies,Noun,0.85,Noun.Name,11.2,11
genii,Noun,1,Noun,1,1
genital,Adjective,1,Adjective,27,27
genitalia,Noun,1,Noun,37,37
genitally,Adverb,1,Adverb,1,1
genitals,Noun,1,Noun,63,63
genius,Noun,1,Noun.Name,1766.3,1766
geniuses,Noun,0.89,Noun.Verb.Name,97.9.3,97
genoa,Name,1,Name,43,43
genocidal,Adjective,1,Adjective,9,9
genocide,Noun,0.82,Noun.Verb,51.11,51
genocides,Noun,1,Noun,1,1
genome,Noun,1,Noun,26,26
genomes,Noun,1,Noun,2,2
genomic,Adjective,1,Adjective,1,1
genotypes,Noun,1,Noun,1,1
genre,Noun,1,Noun,54,54
genres,Noun,1,Noun,6,6
gens,Noun,1,Noun,1,1
gent,Noun,1,Noun,82,82
gentamicin,Noun,1,Noun,6,6
genteel,Adjective,1,Adjective,28,28
genteelly,Adverb,1,Adverb,1,1
gentil,Noun,1,Noun,2,2
gentile,Noun,0.5,Noun.Adjective,13.13,13
gentiles,Noun,1,Noun,9,9
gentility,Noun,1,Noun,6,6
gentle,Adjective,1,Adjective,843,843
gentled,Verb,1,Verb,2,2
gentlefolk,Noun,1,Noun,2,2
gentleman,Noun,1,Noun,2126,2126
gentlemanlike,Adjective,1,Adjective,3,3
gentlemanliness,Noun,1,Noun,1,1
gentlemanly,Adjective,1,Adjective,21,21
gentlemen,Noun,1,Noun.Verb,7850.4,7850
gentlemens,Noun,0.6,Noun.Name.Verb,6.3.1,6
gentleness,Noun,1,Noun,18,18
gentler,Adjective,1,Adjective,25,25
gentles,Noun,0.5,Noun.Name.Verb,6.5.1,6
gentlest,Adjective,1,Adjective,9,9
gentlewoman,Noun,1,Noun,8,8
gentlewomen,Noun,1,Noun,3,3
gently,Adverb,1,Adverb,461,461
gentrification,Noun,1,Noun,3,3
gentrify,Verb,1,Verb,1,1
gentry,Noun,0.94,Noun.Name,64.4,64
gents,Noun,1,Noun,148,148
genty,Name,1,Name,1,1
genuflect,Verb,1,Verb,5,5
genuflected,Verb,1,Verb,1,1
genuflecting,Verb,0.67,Verb.Noun,2.1,2
genuflects,Verb,1,Verb,1,1
genuine,Adjective,1,Adjective,417,417
genuinely,Adverb,1,Adverb,98,98
genus,Noun,1,Noun,15,15
geo,Name,0.67,Name.Noun,6.3,6
geode,Noun,1,Noun,3,3
geodes,Noun,1,Noun,1,1
geodesic,Adjective,1,Adjective,3,3
geodetic,Adjective,1,Adjective,2,2
geogen,Noun,1,Noun,1,1
geographer,Noun,1,Noun,5,5
geographers,Noun,1,Noun,2,2
geographic,Adjective,1,Adjective,67,67
geographical,Adjective,1,Adjective,29,29
geographically,Adverb,1,Adverb,13,13
geographics,Noun,1,Noun,5,5
geographies,Noun,1,Noun,2,2
geography,Noun,0.98,Noun.Name,115.2,115
geologic,Adjective,1,Adjective,3,3
geological,Adjective,1,Adjective,42,42
geologically,Adverb,1,Adverb,8,8
geologist,Noun,1,Noun,51,51
geologists,Noun,1,Noun,20,20
geology,Noun,1,Noun,47,47
geomagnetic,Adjective,1,Adjective,2,2
geomagnetics,Noun,1,Noun,1,1
geomancy,Noun,1,Noun,2,2
geometric,Adjective,1,Adjective,23,23
geometrical,Adjective,1,Adjective,6,6
geometrically,Adverb,1,Adverb,5,5
geometry,Noun,1,Noun,94,94
geophone,Noun,1,Noun,1,1
geophones,Noun,1,Noun,2,2
geophysical,Adjective,1,Adjective,3,3
geophysicists,Noun,1,Noun,1,1
geophysics,Noun,1,Noun,1,1
geopolitical,Adjective,1,Adjective,8,8
geopolitics,Noun,1,Noun,4,4
geordie,Noun,1,Noun,4,4
george,Name,1,Name.Noun.Verb,7436.14.8,7436
georgette,Name,0.79,Name.Noun,11.3,11
georgia,Name,1,Name.Noun,917.1,917
georgian,Adjective,1,Adjective,13,13
georgics,Noun,1,Noun,1,1
geoscience,Noun,1,Noun,1,1
geostationary,Adjective,1,Adjective,1,1
geosynchronous,Adjective,1,Adjective,8,8
geothermal,Adjective,1,Adjective,8,8
ger,Unclassified,0.6,Unclassified.Noun,3.2,3
gerald,Name,1,Name,210,210
geranium,Noun,1,Noun,8,8
geraniums,Noun,1,Noun,12,12
gerberas,Noun,1,Noun,1,1
gerbil,Noun,0.95,Noun.Verb,36.2,36
gerbils,Noun,1,Noun,15,15
gere,Name,1,Name,30,30
geriatric,Adjective,1,Adjective,27,27
geriatrics,Noun,1,Noun,9,9
geriatrist,Noun,1,Noun,1,1
gerkin,Noun,1,Noun,2,2
germ,Noun,0.84,Noun.Verb.Name,52.9.1,52
germain,Verb,0.36,Verb.Noun.Name,4.4.3,4
german,Adjective,0.66,Adjective.Noun.Name,1067.556.2,1067
germane,Adjective,1,Adjective,8,8
germanic,Adjective,1,Adjective,5,5
germanium,Noun,1,Noun,4,4
germans,Noun,1,Noun,636,636
germantown,Name,1,Name,3,3
germany,Name,1,Name,697,697
germens,Noun,1,Noun,1,1
germfree,Adjective,1,Adjective,5,5
germicidal,Adjective,1,Adjective,1,1
germinal,Name,0.5,Name.Adjective,1.1,1
germinate,Verb,1,Verb,1,1
germinated,Verb,1,Verb,2,2
germinates,Verb,1,Verb,1,1
germinating,Verb,0.5,Verb.Noun,1.1,1
germination,Noun,1,Noun,1,1
germinator,Noun,1,Noun,2,2
germs,Noun,0.92,Noun.Verb.Name,140.12.1,140
germy,Adjective,1,Adjective,3,3
gerontology,Name,0.83,Name.Noun,5.1,5
gerrymandering,Verb,1,Verb,2,2
gertrude,Name,1,Name,141,141
gerunds,Noun,1,Noun,1,1
gervais,Noun,1,Noun,2,2
geryon,Noun,0.5,Noun.Name,1.1,1
gess,Verb,1,Verb,1,1
gestalt,Noun,1,Noun,8,8
gestapo,Name,0.95,Name.Noun,175.1,175
gestate,Verb,1,Verb,3,3
gestated,Verb,1,Verb,1,1
gestates,Verb,1,Verb,1,1
gestating,Verb,0.75,Verb.Noun,3.1,3
gestation,Noun,1,Noun,14,14
gestational,Adjective,1,Adjective,3,3
geste,Name,0.86,Name.Noun,6.1,6
gested,Adjective,1,Adjective,1,1
gestes,Noun,1,Noun,6,6
gesticulate,Verb,1,Verb,7,7
gesticulating,Verb,0.67,Verb.Adjective,2.1,2
gesture,Noun,1,Noun,379,379
gestured,Verb,1,Verb,3,3
gestures,Noun,1,Noun,96,96
gesturing,Verb,0.5,Verb.Noun,1.1,1
gesundheit,Verb,0.78,Verb.Noun.Name,57.13.3,57
get,Verb,1,Verb.Noun,233452.18,233452
geta,Noun,1,Noun,2,2
getaway,Noun,1,Noun,196,196
getaways,Noun,1,Noun,7,7
gether,Verb,1,Verb,1,1
gethsemane,Name,0.73,Name.Noun.Adjective,11.3.1,11
gets,Verb,1,Verb.Noun,11349.3,11349
getter,Noun,1,Noun,2,2
getting,Verb,1,Verb.Noun,24689.2,24689
gettysburg,Name,1,Name,57,57
getup,Noun,0.88,Noun.Verb,38.5,38
getups,Noun,1,Noun,2,2
geulah,Name,1,Name,1,1
gewgaws,Noun,1,Noun,1,1
geyser,Noun,1,Noun,11,11
geysers,Noun,1,Noun,3,3
ghana,Name,1,Name,17,17
ghanaian,Adjective,1,Adjective,1,1
ghastlier,Adjective,1,Adjective,1,1
ghastliest,Adjective,1,Adjective,1,1
ghastly,Adjective,1,Adjective,106,106
ghat,Noun,1,Noun,3,3
ghats,Noun,1,Noun,2,2
ghazi,Name,1,Name,1,1
ghee,Noun,1,Noun,5,5
gherkin,Noun,0.75,Noun.Name,3.1,3
gherkins,Noun,0.8,Noun.Verb,4.1,4
ghetto,Noun,0.9,Noun.Name,253.28,253
ghettoes,Noun,1,Noun,4,4
ghettos,Noun,1,Noun,11,11
ghi,Noun,0.6,Noun.Name,3.2,3
ghost,Noun,0.99,Noun.Name.Verb,1833.19.5,1833
ghosted,Verb,1,Verb,2,2
ghosting,Verb,1,Verb,4,4
ghostlike,Adjective,1,Adjective,1,1
ghostly,Adjective,1,Adjective,50,50
ghosts,Noun,1,Noun,718,718
ghostwrite,Noun,1,Noun,1,1
ghostwriter,Noun,1,Noun,3,3
ghostwriting,Verb,1,Verb,1,1
ghostwritten,Verb,1,Verb,2,2
ghosty,Adjective,1,Adjective,2,2
ghoul,Noun,0.83,Noun.Verb,43.9,43
ghoulish,Adjective,1,Adjective,12,12
ghouls,Noun,1,Noun,47,47
gi,Noun,0.98,Noun.Verb,51.1,51
giant,Adjective,0.75,Adjective.Noun,1029.344,1029
giantess,Noun,1,Noun,3,3
giantism,Noun,1,Noun,1,1
giants,Noun,1,Noun,222,222
giardia,Noun,1,Noun,3,3
gib,Name,0.65,Name.Verb.Noun,11.4.2,11
gibber,Verb,1,Verb,2,2
gibbering,Verb,0.71,Verb.Name.Noun.Adjective,12.3.1.1,12
gibberish,Adjective,0.72,Adjective.Verb.Noun,68.26.1,68
gibbers,Verb,1,Verb,4,4
gibbet,Noun,1,Noun,2,2
gibbeting,Verb,1,Verb,1,1
gibbon,Name,0.58,Name.Noun,7.5,7
gibbons,Name,1,Name,138,138
gibby,Name,0.7,Name.Noun.Adjective,7.2.1,7
gibe,Noun,1,Noun,2,2
gibes,Noun,1,Noun,3,3
giblet,Noun,0.8,Noun.Name,4.1,4
giblets,Noun,1,Noun,14,14
gibraltar,Name,1,Name,47,47
gibs,Name,0.75,Name.Noun,3.1,3
gibson,Name,1,Name.Noun,305.1,305
gibsons,Name,1,Name,10,10
gid,Noun,0.5,Noun.Name,4.4,4
giddap,Verb,1,Verb,58,58
giddily,Adverb,1,Adverb,3,3
giddiness,Noun,1,Noun,4,4
giddy,Adjective,1,Adjective,91,91
gideon,Noun,0.51,Noun.Name,120.115,120
gies,Verb,0.75,Verb.Name,3.1,3
gift,Noun,1,Noun,3287,3287
gifted,Adjective,0.98,Adjective.Verb,225.4,225
gifts,Noun,1,Noun,728,728
giftwrap,Verb,1,Verb,1,1
gig,Noun,1,Noun.Verb,568.1,568
giga,Noun,0.67,Noun.Name,2.1,2
gigabyte,Noun,1,Noun,1,1
gigabytes,Noun,1,Noun,8,8
gigahertz,Noun,0.75,Noun.Verb,6.2,6
gigameter,Name,1,Name,1,1
gigantic,Adjective,1,Adjective,190,190
gigantism,Noun,1,Noun,2,2
gigawatt,Noun,1,Noun,1,1
gigawatts,Noun,1,Noun,3,3
gigged,Verb,1,Verb,2,2
gigging,Verb,1,Verb,2,2
giggle,Verb,0.52,Verb.Noun,45.42,45
giggled,Verb,1,Verb,11,11
giggler,Noun,1,Noun,4,4
gigglers,Noun,1,Noun,1,1
giggles,Noun,0.98,Noun.Name,167.3,167
giggling,Verb,0.89,Verb.Noun.Adjective,185.19.5,185
giggly,Adverb,0.82,Adverb.Adjective,9.2,9
gigolo,Noun,0.91,Noun.Name,75.7,75
gigolos,Noun,1,Noun,16,16
gigs,Noun,0.98,Noun.Verb,82.2,82
gila,Name,0.85,Name.Noun,17.3,17
gilbert,Name,1,Name,294,294
gilbertine,Adjective,1,Adjective,2,2
gilberts,Name,1,Name,2,2
gild,Verb,0.75,Verb.Noun,3.1,3
gilded,Adjective,0.91,Adjective.Verb,32.3,32
gilder,Name,0.8,Name.Verb,4.1,4
gilding,Verb,1,Verb,6,6
giles,Name,0.98,Name.Noun,55.1,55
gilgamesh,Name,0.58,Name.Noun.Verb,7.3.2,7
gill,Name,0.95,Name.Noun,83.4,83
gillian,Name,1,Name,31,31
gillie,Name,0.67,Name.Noun,2.1,2
gillies,Name,1,Name,6,6
gills,Noun,1,Noun,61,61
gilly,Name,1,Name,97,97
gilt,Noun,1,Noun,9,9
gilts,Noun,1,Noun,1,1
gim,Verb,1,Verb.Name.Noun,980.2.1,980
gimbal,Adjective,0.71,Adjective.Noun,5.2,5
gimbals,Noun,1,Noun,4,4
gimble,Name,0.6,Name.Verb,3.2,3
gimcrack,Noun,1,Noun,1,1
gimcracks,Noun,1,Noun,3,3
gimel,Verb,1,Verb,2,2
gimlet,Noun,1,Noun,8,8
gimlets,Noun,1,Noun,5,5
gimme,#N/A,#N/A,#N/A,#N/A,#N/A
gimmes,Noun,1,Noun,3,3
gimmick,Noun,0.89,Noun.Verb,49.6,49
gimmicks,Noun,1,Noun,25,25
gimmicky,Adjective,1,Adjective,4,4
gimp,Noun,0.77,Noun.Verb.Name,37.8.3,37
gimped,Verb,1,Verb,1,1
gimping,Verb,1,Verb,1,1
gimps,Noun,0.75,Noun.Verb,3.1,3
gimpy,Adjective,0.78,Adjective.Name,14.4,14
gin,Noun,1,Noun.Name,573.1,573
ginger,Adjective,0.57,Adjective.Name.Noun,188.70.69,188
gingerbread,Noun,0.91,Noun.Name,30.3,30
gingerly,Adverb,1,Adverb,1,1
gingernut,Noun,1,Noun,1,1
gingerroot,Noun,1,Noun,1,1
gingersnap,Noun,1,Noun,1,1
gingersnaps,Noun,1,Noun,1,1
gingham,Noun,1,Noun,9,9
gingiva,Noun,1,Noun,1,1
gingivae,Noun,1,Noun,1,1
gingivitis,Noun,1,Noun,10,10
gingko,Unclassified,0.67,Unclassified.Noun,8.4,8
gingkos,Noun,1,Noun,1,1
ginglymus,Noun,1,Noun,1,1
gink,Noun,1,Noun,5,5
ginkgo,Noun,0.89,Noun.Name,8.1,8
ginks,Noun,1,Noun,2,2
ginn,Name,1,Name,2,2
ginned,Verb,1,Verb,4,4
ginning,Verb,1,Verb,2,2
ginnings,Noun,1,Noun,1,1
ginny,Name,0.98,Name.Adjective,128.3,128
ginormous,Adjective,1,Adjective,4,4
gins,Noun,1,Noun,7,7
ginseng,Noun,0.85,Noun.Verb.Name,17.2.1,17
ginzo,Noun,1,Noun,1,1
gio,Name,0.63,Name.Noun,10.6,10
gip,Name,0.75,Name.Verb.Noun,6.1.1,6
gipper,Noun,0.83,Noun.Name,15.3,15
gippo,Noun,1,Noun,1,1
gippy,Adjective,1,Adjective,2,2
gipsies,Noun,1,Noun,2,2
gipsy,Noun,0.88,Noun.Adjective,7.1,7
giraffe,Noun,0.95,Noun.Name,72.4,72
giraffes,Noun,0.97,Noun.Name,29.1,29
gird,Verb,1,Verb,7,7
girded,Verb,1,Verb,4,4
girder,Noun,1,Noun,20,20
girders,Noun,1,Noun,7,7
girding,Verb,1,Verb,1,1
girdle,Noun,0.99,Noun.Verb,79.1,79
girdles,Noun,1,Noun,10,10
girl,Noun,1,Noun.Name,28298.3,28298
girlfriend,Noun,1,Noun,3868,3868
girlfriends,Noun,1,Noun,423,423
girlhood,Noun,1,Noun,3,3
girlie,Noun,0.87,Noun.Name,139.2,139
girlies,Noun,1,Noun,18,18
girling,Name,1,Name,2,2
girlish,Adjective,1,Adjective,23,23
girlishness,Noun,1,Noun,1,1
girls,Noun,1,Noun.Verb.Name,10629.3.2,10629
girly,Adjective,0.68,Adjective.Noun,46.22,46
giron,Name,0.83,Name.Noun,15.3,15
gironde,Noun,1,Noun,1,1
girt,Verb,0.5,Verb.Noun,1.1,1
girth,Noun,1,Noun,22,22
gish,Noun,1,Noun,6,6
gismo,Noun,0.75,Noun.Name,9.3,9
gismos,Noun,1,Noun,1,1
gist,Noun,1,Noun,56,56
git,Noun,1,Noun,99,99
gitana,Noun,0.67,Noun.Name,2.1,2
gitano,Noun,0.5,Noun.Name,1.1,1
gits,Noun,1,Noun,2,2
gitter,Noun,1,Noun,1,1
giulio,Name,1,Name,19,19
giuseppe,Name,0.88,Name.Noun,22.3,22
give,Verb,1,Verb.Noun,59457.2,59457
giveaway,Noun,1,Noun,40,40
giveaways,Noun,1,Noun,4,4
giveback,Name,1,Name,2,2
given,Verb,0.95,Verb.Adjective.Conjunction.Noun,4603.173.72.2,4603
givens,Name,0.64,Name.Noun,7.4,7
giver,Noun,1,Noun,59,59
givers,Noun,1,Noun,6,6
gives,Verb,1,Verb.Noun,3294.1,3294
giveth,Verb,0.95,Verb.Name,18.1,18
givin,Noun,0.95,Noun.Name,191.11,191
giving,Verb,1,Verb.Noun,5584.26,5584
gizmo,Noun,0.98,Noun.Name,81.2,81
gizmos,Noun,1,Noun,11,11
gizzard,Noun,1,Noun,23,23
gizzards,Noun,1,Noun,7,7
gl,Name,0.95,Name.Noun,108.6,108
glabella,Noun,1,Noun,2,2
glace,Noun,1,Noun,5,5
glacial,Adjective,1,Adjective,6,6
glacially,Adverb,1,Adverb,1,1
glaciated,Adjective,1,Adjective,1,1
glacier,Noun,0.89,Noun.Name,34.4,34
glaciers,Noun,1,Noun,8,8
glad,Adjective,1,Adjective,8735,8735
gladden,Verb,1,Verb,2,2
gladdened,Verb,0.5,Verb.Adjective,1.1,1
gladder,Adjective,1,Adjective,1,1
glade,Noun,0.75,Noun.Name,15.5,15
glades,Noun,0.76,Noun.Name,37.12,37
gladiator,Noun,0.93,Noun.Name,37.3,37
gladiators,Noun,0.96,Noun.Name,47.2,47
gladier,Adjective,1,Adjective,2,2
gladiola,Noun,1,Noun,1,1
gladiolas,Noun,1,Noun,7,7
gladioli,Noun,1,Noun,3,3
gladiolus,Noun,1,Noun,2,2
gladly,Adverb,1,Adverb,257,257
gladness,Noun,1,Noun,16,16
gladrags,Noun,1,Noun,18,18
glads,Noun,1,Noun,1,1
gladstone,Name,1,Name,12,12
glair,Verb,1,Verb,1,1
glam,Adjective,1,Adjective,17,17
glamor,Noun,1,Noun,5,5
glamorize,Verb,1,Verb,1,1
glamorizes,Verb,1,Verb,1,1
glamorizing,Verb,1,Verb,3,3
glamorous,Adjective,1,Adjective,151,151
glamour,Noun,1,Noun,158,158
glamoured,Verb,1,Verb,1,1
glamouring,Adjective,1,Adjective,1,1
glamourous,Adjective,1,Adjective,5,5
glance,Noun,0.72,Noun.Verb,125.49,125
glanced,Verb,0.97,Verb.Noun,31.1,31
glances,Noun,0.81,Noun.Verb,29.7,29
glancing,Verb,0.9,Verb.Adjective,19.2,19
gland,Noun,1,Noun,77,77
glands,Noun,1,Noun,83,83
glandular,Adjective,1,Adjective,13,13
glans,Noun,1,Noun,1,1
glare,Noun,0.76,Noun.Verb,62.2,62
glared,Verb,1,Verb,8,8
glares,Verb,0.5,Verb.Noun,1.1,1
glaring,Adjective,0.52,Adjective.Verb,11.1,11
glaringly,Adverb,1,Adverb,3,3
glary,Noun,1,Noun,1,1
glasgow,Name,0.99,Name.Noun,85.1,85
glasnost,Noun,1,Noun,9,9
glass,Noun,0.97,Noun.Name.Verb,2988.94.2,2988
glassblower,#N/A,#N/A,#N/A,#N/A,#N/A
glassed,Verb,1,Verb,1,1
glasser,Name,1,Name,2,2
glasses,Noun,1,Noun,1688,1688
glassful,Noun,1,Noun,3,3
glasshouse,Noun,1,Noun,1,1
glassine,Verb,1,Verb,1,1
glassmaking,Verb,0.5,Verb.Adjective,1.1,1
glassman,Name,1,Name,2,2
glassware,Noun,1,Noun,7,7
glasswork,Noun,1,Noun,2,2
glassy,Adjective,1,Adjective,18,18
glastonbury,Name,0.94,Name.Noun,17.1,17
glaucoma,Noun,0.94,Noun.Name,29.2,29
